,Category,Message,Emoji,Mathematical symbols,URL,shorthands,Dot,length,capitals,Num_Phone,Special characters,word_count,mis_spell
2865,ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,0,0,0,3,0,104,1,0,0,19,1
2866,ham,He says hi and to get your ass back to south tampa (preferably at a kegger),0,0,0,1,0,75,0,0,0,16,1
2867,ham,Smith waste da.i wanna gayle.,0,0,0,1,0,29,0,0,0,5,1
2868,ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",0,0,0,1,0,142,1,0,0,29,1
2869,ham,"Aight, tomorrow around  &lt;#&gt;  it is",0,0,0,1,0,40,0,0,3,8,1
2870,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0,1,0,2,2,166,0,0,3,23,1
2871,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",0,2,0,3,0,152,13,1,0,32,1
2872,ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,0,0,0,0,0,130,2,0,0,30,1
2873,ham,See you there!,0,0,0,0,0,14,0,0,1,3,1
2874,ham,I dont understand your message.,0,0,0,0,0,31,1,0,0,5,1
2875,ham,Crucify is c not s. You should have told me earlier.,0,0,0,1,0,52,0,0,0,11,1
2876,ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",0,0,0,4,0,234,1,0,0,43,1
2877,ham,Fuck cedar key and fuck her (come over anyway tho),0,0,0,2,0,50,0,0,0,10,1
2878,ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,0,0,0,1,0,103,0,0,0,22,1
2879,spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",0,0,0,8,0,140,5,0,0,29,1
2880,ham,U still painting ur wall?,0,0,0,2,0,25,1,0,0,5,1
2881,spam,"Last Chance! Claim ur Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Sub. 16",0,0,0,3,0,154,4,0,4,26,5
2882,ham,Printer is cool. I mean groovy. Wine is groovying,0,0,0,1,0,49,1,0,0,9,1
2883,ham,Hi Harish's rent has been transfred to ur Acnt.,0,0,0,2,0,47,0,0,0,9,1
2884,ham,Anything lor is she coming?,0,0,0,0,0,27,0,0,0,5,1
2885,ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,2,0,0,0,0,77,0,0,0,12,1
2886,ham,Ã still attending da talks?,0,0,0,1,0,28,0,0,0,5,5
2887,ham,No probs hon! How u doinat the mo?,0,0,0,5,0,34,0,0,1,8,1
2888,ham,K I'll take care of it,0,0,0,3,0,22,1,0,0,6,1
2889,ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,0,0,0,3,0,95,1,0,0,20,1
2890,ham,My battery is low babe,0,0,0,1,0,22,0,0,0,5,1
2891,ham,Shuhui has bought ron's present it's a swatch watch...,0,0,0,0,1,54,0,0,0,9,1
2892,ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",0,0,0,2,0,67,1,0,0,14,1
2893,ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,0,0,0,2,1,73,0,0,0,16,1
2894,ham,K I'll be sure to get up before noon and see what's what,0,0,0,2,0,56,1,0,0,13,1
2895,ham,K...k...yesterday i was in cbe .,0,0,0,0,2,32,0,0,0,6,1
2896,ham,Went to ganesh dress shop,0,0,0,0,0,25,0,0,0,5,1
2897,spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",0,2,0,0,0,163,1,1,4,24,1
2898,ham,Ã collecting ur laptop then going to configure da settings izzit?,0,0,0,2,0,66,0,0,0,11,5
2899,ham,If you r @ home then come down within 5 min,0,0,0,2,0,43,0,0,1,11,1
2900,ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",0,0,0,2,0,121,1,0,0,26,1
2901,ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,0,0,0,0,1,55,0,0,2,10,1
2902,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,0,6,0,3,0,139,5,1,0,24,1
2903,ham,"Bill, as in: Are there any letters for me. iâm expecting one from orange that isnât a bill but may still say orange on it.",0,0,0,2,0,126,0,0,0,25,6
2904,ham,Tell me pa. How is pain de.,0,0,0,0,0,27,0,0,0,7,1
2905,ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,0,0,0,3,0,141,34,0,0,35,1
2906,ham,"Ha. You donât know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",0,0,0,0,0,111,1,0,0,21,6
2907,ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",0,0,0,2,3,109,2,0,1,16,1
2908,ham,ALRITE,0,0,0,0,0,6,1,0,0,1,0
2909,ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,0,0,0,2,0,142,0,0,0,27,1
2910,spam,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,0,0,0,0,0,137,2,1,1,22,5
2911,ham,How do you guys go to see movies on your side.,0,0,0,0,0,46,0,0,0,11,1
2912,ham,"Sorry,in meeting I'll call later",0,0,0,1,0,32,0,0,0,5,1
2913,ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,0,0,0,1,1,89,0,0,0,17,1
2914,ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,0,0,0,1,0,64,0,0,2,12,1
2915,spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,0,0,0,4,0,148,5,0,1,28,1
2916,ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,0,0,0,5,3,77,1,0,0,16,1
2917,ham,What time should I tell my friend to be around?,0,0,0,0,0,47,1,0,0,10,1
2918,ham,Yes. that will be fine. Love you. Be safe.,0,0,0,0,0,42,0,0,0,9,1
2919,ham,Thanks chikku..:-) gud nyt:-*,1,3,0,1,1,29,0,0,0,4,1
2920,ham,Is xy in ur car when u picking me up?,0,0,0,2,0,37,0,0,0,10,1
2921,ham,"Thanx 4 the time weÂve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",0,0,0,4,0,86,1,0,2,19,5
2922,ham,"Yo, any way we could pick something up tonight?",0,0,0,3,0,47,0,0,0,9,1
2923,ham,I've not sent it. He can send me.,0,0,0,0,0,33,0,0,0,8,1
2924,ham,Fine am simply sitting.,0,0,0,0,0,23,0,0,0,4,1
2925,ham,Thts god's gift for birds as humans hav some natural gift frm god..,0,0,0,0,1,67,0,0,0,13,1
2926,ham,Are you coming to day for class.,0,0,0,0,0,32,0,0,0,7,1
2927,ham,Im done. Just studyn in library,0,0,0,1,0,31,0,0,0,6,1
2928,ham,Ok... U enjoy ur shows...,0,0,0,2,2,25,1,0,0,5,1
2929,ham,Anything...,0,0,0,0,1,11,0,0,0,1,0
2930,ham,Where wuld I be without my baby? The thought alone mite break me and I donÂt wanna go crazy but everyboy needs his lady xxxxxxxx,0,0,0,1,0,129,2,0,0,25,5
2931,ham,Wat's my dear doing? Sleeping ah?,0,0,0,1,0,33,0,0,0,6,1
2932,ham,Hi' Test on  &lt;#&gt; rd ....,0,0,0,2,1,30,0,0,3,7,1
2933,ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,0,13,0,4,2,183,1,0,9,31,1
2934,ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,0,0,0,3,0,156,0,0,3,34,1
2935,ham,Yup n her fren lor. I'm meeting my fren at 730.,0,0,0,3,0,47,0,0,0,11,1
2936,ham,"Yeah, we got one lined up for us",0,0,0,3,0,32,0,0,0,8,1
2937,ham,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",0,2,0,2,1,135,3,0,1,27,1
2938,ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,0,0,0,2,0,101,0,0,0,18,1
2939,ham,Hey i've booked the pilates and yoga lesson already... Haha,0,0,0,1,1,59,0,0,0,10,1
2940,ham,Are you ok. What happen to behave like this,0,0,0,0,0,43,0,0,0,9,1
2941,spam,You have 1 new message. Please call 08712400200.,0,0,0,0,0,48,0,1,0,8,1
2942,ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,0,0,0,2,0,95,1,0,0,22,1
2943,ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3.",0,0,0,2,1,141,0,0,1,29,1
2944,ham,No message..no responce..what happend?,0,0,0,1,2,38,0,0,0,4,1
2945,spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,0,0,0,1,0,100,0,1,0,15,1
2946,ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",0,0,0,5,0,327,1,0,3,72,1
2947,ham,make that 3! 4 fucks sake?! x,0,0,0,1,0,29,0,0,2,7,1
2948,ham,Leave it. U will always be ignorant.,0,0,0,1,0,36,1,0,0,7,1
2949,ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),1,1,0,9,0,87,0,0,0,21,1
2950,ham,at bruce b downs &amp; fletcher now,0,0,0,3,0,35,0,0,1,7,1
2951,ham,Where are you ? You said you would be here when I woke ... :-(,0,1,0,1,1,62,1,0,0,15,1
2952,ham,Hey now am free you can call me.,0,0,0,1,0,32,0,0,0,8,1
2953,ham,Tell me whos this pls:-),1,1,0,0,0,24,0,0,0,5,1
2954,spam,"URGENT! Your mobile was awarded a Â£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",0,2,0,2,0,120,2,1,2,20,5
2955,ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",0,0,0,1,0,112,0,0,0,22,1
2956,ham,Id have to check but there's only like 1 bowls worth left,0,0,0,1,0,57,0,0,0,12,1
2957,ham,Yes there were many sweets,0,0,0,0,0,26,0,0,0,5,1
2958,ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,0,0,0,1,0,110,1,0,0,19,1
2959,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,0,0,0,5,0,147,6,2,0,27,1
2960,ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,0,2,0,3,0,147,1,0,1,33,1
2961,ham,Sir send to group mail check it.,0,0,0,0,0,32,0,0,0,7,1
2962,ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,0,0,0,10,2,151,0,0,0,30,1
2963,ham,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,0,0,0,0,0,40,3,0,2,3,1
2964,ham,You dont know you jabo me abi.,0,0,0,0,0,30,0,0,0,7,1
2965,spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",0,0,0,0,0,135,0,0,0,25,1
2966,ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,0,0,0,0,3,94,0,0,0,14,1
2967,ham,"Are you being good, baby? :)",1,0,0,0,0,28,0,0,0,6,1
2968,ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0,0,0,0,0,164,1,0,13,28,1
2969,ham,"Mostly sports type..lyk footbl,crckt..",0,0,0,0,2,38,0,0,0,4,1
2970,ham,Ma head dey swell oh. Thanks for making my day,0,0,0,2,0,46,0,0,0,10,1
2971,ham,U should make a fb list,0,0,0,1,0,23,1,0,0,6,1
2972,ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",0,0,0,7,4,316,0,0,1,57,1
2973,ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,0,0,0,3,0,65,0,0,2,16,1
2974,ham,Happy New Year Princess!,0,0,0,0,0,24,0,0,1,4,1
2975,ham,"I'll text carlos and let you know, hang on",0,0,0,3,0,42,0,0,0,9,1
2976,ham,"Don't worry, * is easy once have ingredients!",0,1,0,0,0,45,0,0,1,8,1
2977,ham,I love u 2 my little pocy bell I am sorry but I love u,0,0,0,3,0,54,3,0,0,15,1
2978,ham,"Ok omw now, you at castor?",0,0,0,2,0,26,0,0,0,6,1
2979,ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,0,0,0,5,2,60,0,0,0,12,1
2980,spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",0,1,0,2,0,159,2,1,5,25,1
2981,ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,0,0,0,12,2,141,0,0,0,33,1
2982,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0,0,0,8,1,151,2,0,0,30,1
2983,ham,"Tonight? Yeah, I'd be down for that",0,0,0,1,0,35,0,0,0,7,1
2984,ham,What should i eat fo lunch senor,0,0,0,0,0,32,0,0,0,7,1
2985,ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!",0,0,0,1,0,142,1,0,2,29,1
2986,ham,No break time one... How... I come out n get my stuff fr Ã¼?,0,0,0,3,2,60,1,0,0,14,5
2987,spam,Reply to win Â£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,0,0,0,0,0,107,1,0,1,19,5
2988,ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",0,0,0,4,0,96,2,0,0,23,1
2989,ham,Do you still have the grinder?,0,0,0,0,0,30,0,0,0,6,1
2990,spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,0,1,0,5,0,147,4,0,2,31,1
2991,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",0,0,0,1,0,126,0,0,0,24,1
2992,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",0,0,0,5,0,122,7,1,0,24,1
2993,ham,K.i did't see you.:)k:)where are you now?,2,0,0,0,0,41,0,0,0,7,1
2994,ham,So i'm doing a list of buyers.,0,0,0,1,0,30,0,0,0,7,1
2995,ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0,0,0,2,0,157,1,0,0,30,1
2996,ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,0,0,0,2,0,71,0,0,0,13,1
2997,ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,0,0,0,1,0,112,0,0,0,21,1
2998,ham,Don know..he is watching film in computer..,0,0,0,1,2,43,0,0,0,7,1
2999,ham,No b4 Thursday,0,0,0,2,0,14,0,0,0,3,1
3000,ham,"Oh, then your phone phoned me but it disconnected",0,0,0,1,0,49,0,0,0,9,1
3001,ham,Id onluy matters when getting on from offcampus,0,0,0,1,0,47,0,0,0,8,1
3002,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,0,1,0,0,0,134,1,0,4,23,1
3003,ham,"Excellent, I'll see what riley's plans are",0,0,0,1,0,42,0,0,0,7,1
3004,ham,I will see in half an hour,0,0,0,0,0,26,1,0,0,7,1
3005,spam,"You've won tkts to the EURO2004 CUP FINAL or Â£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",0,0,0,0,0,111,6,1,0,18,5
3006,ham,Ew are you one of them?,0,0,0,2,0,23,0,0,0,6,1
3007,ham,Also hi wesley how've you been,0,0,0,1,0,30,0,0,0,6,1
3008,ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,0,0,0,1,0,108,1,0,1,25,1
3009,spam,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",0,2,0,2,0,164,0,0,0,28,5
3010,spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,0,2,0,1,1,110,0,1,0,14,1
3011,ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),1,0,0,2,5,119,3,0,0,19,1
3012,ham,"Hm good morning, headache anyone? :-)",1,1,0,1,0,37,0,0,0,6,1
3013,ham,Yeah no probs - last night is obviously catching up with you... Speak soon,0,1,0,2,1,74,0,0,0,14,1
3014,spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,0,0,0,4,0,152,6,0,2,30,1
3015,ham,I might go 2 sch. Yar at e salon now v boring.,0,0,0,4,0,46,1,0,0,12,1
3016,ham,&lt;#&gt;  mins but i had to stop somewhere first.,0,0,0,0,0,50,0,0,3,10,1
3017,ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",0,0,0,3,1,461,7,0,7,69,1
3018,ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,0,1,0,1,1,127,0,0,0,21,1
3019,ham,I didn't get the second half of that message,0,0,0,0,0,44,1,0,0,9,1
3020,ham,Wat time do u wan 2 meet me later?,0,0,0,4,0,34,0,0,0,9,1
3021,ham,I thank you so much for all you do with selflessness. I love you plenty.,0,0,0,0,0,72,2,0,0,15,1
3022,ham,Am in film ill call you later.,0,0,0,1,0,30,0,0,0,7,1
3023,ham,How dare you change my ring,0,0,0,1,0,27,0,0,0,6,1
3024,ham,You are a very very very very bad girl. Or lady.,0,0,0,1,0,48,0,0,0,11,1
3025,ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,0,0,0,1,0,90,1,0,0,20,1
3026,ham,"What part of ""don't initiate"" don't you understand",0,0,0,0,0,50,0,0,0,8,1
3027,ham,I finished my lunch already. U wake up already?,0,0,0,1,0,47,2,0,0,9,1
3028,ham,You still at the game?,0,0,0,0,0,22,0,0,0,5,1
3029,ham,You have got tallent but you are wasting.,0,0,0,0,0,41,0,0,0,8,1
3030,ham,What is your record for one night? :),1,0,0,1,0,37,0,0,0,8,1
3031,ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",0,0,0,1,0,173,0,0,0,33,1
3032,ham,gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.,0,0,0,3,0,93,0,0,0,18,1
3033,ham,Jokin only lar... :-) depends on which phone my father can get lor...,1,1,0,0,2,69,0,0,0,13,1
3034,ham,"Aight, lemme know what's up",0,0,0,2,0,27,0,0,0,5,1
3035,ham,Get ready for  &lt;#&gt;  inches of pleasure...,0,0,0,0,1,47,0,0,3,9,1
3036,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0,0,0,1,1,93,0,0,0,17,1
3037,ham,;-) ok. I feel like john lennon.,0,1,0,0,0,32,1,0,0,7,1
3038,ham,Cos darren say Ã¼ considering mah so i ask Ã¼...,0,0,0,3,1,48,0,0,0,10,5
3039,ham,You are not bothering me but you have to trust my answers. Pls.,0,0,0,0,0,63,0,0,0,13,1
3040,ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",0,0,0,2,1,73,3,0,0,14,1
3041,ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,2,1,0,12,3,295,2,0,1,56,1
3042,ham,Aight what time you want me to come up?,0,0,0,1,0,39,0,0,0,9,1
3043,ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0,0,0,1,0,120,1,0,1,28,1
3044,ham,Your bill at 3 is Â£33.65 so thats not bad!,0,0,0,1,0,43,0,0,1,10,5
3045,ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,0,0,0,1,0,169,0,0,0,36,1
3046,ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",0,0,0,3,0,101,0,0,0,23,1
3047,ham,So how's the weather over there?,0,0,0,0,0,32,0,0,0,6,1
3048,ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!",0,1,0,7,0,149,1,0,3,30,1
3049,ham,Die... Now i have e toot fringe again...,0,0,0,1,2,40,0,0,0,8,1
3050,ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,0,0,0,3,0,85,2,0,0,17,1
3051,ham,Ok,0,0,0,1,0,2,0,0,0,1,0
3052,ham,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",0,0,0,4,0,131,0,0,2,26,1
3053,ham,Please leave this topic..sorry for telling that..,0,0,0,0,2,49,0,0,0,7,1
3054,ham,Pls send me the correct name da.,0,0,0,1,0,32,0,0,0,7,1
3055,ham,What happened to our yo date?,0,0,0,1,0,29,0,0,0,6,1
3056,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN Â£100 Cash WKENT/150P16+,0,5,0,5,0,153,16,0,0,31,5
3057,ham,Webpage s not available!,0,0,0,0,0,24,0,0,1,4,1
3058,ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,0,1,0,1,0,74,1,0,3,15,1
3059,spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,0,2,1,1,0,141,0,0,1,22,1
3060,ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",0,0,0,4,0,242,0,0,6,47,1
3061,ham,K..k...from tomorrow onwards started ah?,0,0,0,0,2,40,0,0,0,5,1
3062,ham,What u talking bout early morning? It's almost noon where your at!,0,0,0,2,0,66,0,0,1,12,1
3063,ham,Fine. Do you remember me.,0,0,0,0,0,25,0,0,0,5,1
3064,spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",0,0,1,8,0,147,0,1,0,28,1
3065,ham,Ok. How many should i buy.,0,0,0,0,0,26,0,0,0,6,1
3066,ham,"Sounds good, keep me posted",0,0,0,0,0,27,0,0,0,5,1
3067,spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,0,0,0,2,0,121,1,0,2,25,1
3068,ham,Ok. So april. Cant wait,0,0,0,0,0,23,0,0,0,5,1
3069,ham,Boy you best get yo ass out here quick,0,0,0,1,0,38,0,0,0,9,1
3070,ham,Ay wana meet on sat?Ã¼ wkg on sat?,0,0,0,2,0,34,0,0,0,8,5
3071,ham,I'm now but have to wait till 2 for the bus to pick me.,0,0,0,2,0,55,0,0,0,14,1
3072,ham,Apart from the one i told you about yesterday?,0,0,0,1,0,46,0,0,0,9,1
3073,ham,Ok lor... But buy wat?,0,0,0,2,1,22,0,0,0,5,1
3074,ham,Somebody should go to andros and steal ice,0,0,0,2,0,42,0,0,0,8,1
3075,ham,Don know. I did't msg him recently.,0,0,0,2,0,35,1,0,0,7,1
3076,ham,Take us out shopping and Mark will distract Isaiah.=D,1,1,0,2,0,53,0,0,0,9,1
3077,ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",0,0,0,3,0,112,0,0,0,23,1
3078,ham,There is no sense in my foot and penis.,0,0,0,1,0,39,0,0,0,9,1
3079,ham,Okay but i thought you were the expert,0,0,0,0,0,38,0,0,0,8,1
3080,ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,0,3,0,5,3,129,2,0,0,29,1
3081,ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,1,0,0,0,0,67,0,0,0,11,1
3082,ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,0,0,0,2,0,147,0,0,0,29,1
3083,ham,"And very importantly, all we discuss is between u and i only.",0,0,0,2,0,61,0,0,0,12,1
3084,ham,K..k:)how about your training process?,1,0,0,0,1,38,0,0,0,5,1
3085,ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,0,0,0,9,0,82,1,0,0,22,1
3086,ham,In da car park,0,0,0,1,0,14,0,0,0,4,1
3087,ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,0,0,0,4,3,153,3,0,0,34,1
3088,ham,So i asked how's anthony. Dad. And your bf,0,0,0,1,0,42,0,0,0,9,1
3089,ham,"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",1,1,0,3,2,154,0,0,3,27,1
3090,ham,What Today-sunday..sunday is holiday..so no work..,0,1,0,1,3,50,0,0,0,6,1
3091,ham,Am going to take bath ill place the key in window:-),1,1,0,2,0,52,0,0,0,11,1
